Hardness,pressure,bias,flow,Cu,Al,Fe,Zr,V,Co,Ni,Nb,Ti,Cr,Mo,Mn,W,Ta,Hf,ave:num_f_valence,var:evaporation_heat,var:num_unfilled,var:vdw_radius_alvarez
11.2,0.37500000000000006,1.0,0.574468085106383,0.0,0.159,0.0,0.188,0.0,0.0,0.0,0.0,0.159,0.16,0.168,0.0,0.0,0.166,0.0,0.20243902439024392,0.529211158030373,0.19206400320197944,0.5052984960227852
8.59911,0.026041666666666668,0.7,0.46808510638297873,0.0,0.004544514472346418,0.0,0.0,0.0,0.34581401006787577,0.3202149703408298,0.0,0.01968632347355352,0.3097401816453945,0.0,0.0,0.0,0.0,0.0,0.0,0.0013212883809085067,0.5346765135955264,0.026432022574173642
25.3896,0.0,0.75,0.14893617021276595,0.0,0.0,0.0,0.0,0.1697,0.0,0.0,0.0,0.1469,0.1549,0.0,0.0,0.2693,0.25920000000000004,0.0,0.6445121951219512,0.7917761593469249,0.05972868864388896,0.1871718696131781
24.7,0.09739583333333333,0.725,0.14893617021276595,0.0,0.0,0.0,0.20499348482440805,0.0,0.0,0.0,0.21911838550770696,0.0,0.4096602574288892,0.0,0.0,0.0,0.1662278722389957,0.0,0.20271691736462893,0.58631397644168,0.07402125940489811,0.11087610244099252
5.9,0.42708333333333337,1.0,0.0,0.0,0.0,0.0,0.1848011352606363,0.15544024351418298,0.0,0.0,0.19412801577872513,0.2134719019109962,0.0,0.0,0.0,0.0,0.25215870353545944,0.0,0.30751061406763347,0.3566628995500482,0.013417680936163435,0.1290738036560711
8.77429,0.16666666666666669,1.0,0.09574468085106383,0.0,0.0,0.0,0.24462231115557778,0.24782391195597797,0.0,0.0,0.22901450725362682,0.2785392696348174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19921103004097862,0.015202769198284394,0.15845322171381757
8.90858,0.026041666666666668,0.5,0.46808510638297873,0.0,0.004707197857415457,0.0,0.0,0.0,0.353730390945201,0.3216945932280952,0.0,0.018951256251641714,0.3009165617176466,0.0,0.0,0.0,0.0,0.0,0.0,0.0011986995115925681,0.5252555201480774,0.026118647840915585
7.153,0.4166666666666667,1.0,1.0,0.0,0.0,0.0,0.1959198586565364,0.0,0.0,0.0,0.20436943497650117,0.17998768750281538,0.1943512665355336,0.22537175232861356,0.0,0.0,0.0,0.0,0.0,0.29800453307645464,0.11421802011700946,0.10873306932008728
25.3486,0.0,0.75,0.14893617021276595,0.0,0.0,0.0,0.0,0.1063,0.0,0.0,0.0,0.07919999999999999,0.0808,0.0,0.0,0.363,0.37070000000000003,0.0,0.8947560975609755,0.6067809139435725,0.04078281846959939,0.15132244747154505
9.47945,0.026041666666666668,0.6,0.46808510638297873,0.0,0.0030290416519512925,0.0,0.0,0.0,0.3536297287523124,0.32081847570286187,0.0,0.01682210126186948,0.30570065263100493,0.0,0.0,0.0,0.0,0.0,0.0,0.0008991516627119632,0.5217182623172987,0.023313239552851295
7.56,0.37500000000000006,0.75,1.0,0.0,0.0,0.0,0.21535637473115588,0.0,0.0,0.0,0.18287100485169808,0.1998199369779423,0.0,0.40195268343920365,0.0,0.0,0.0,0.0,0.0,0.13227013394274087,0.11844669992425894,0.10233132612418475
8.38671,0.026041666666666668,0.8,0.46808510638297873,0.0,0.005846271059870069,0.0,0.0,0.0,0.3316702247364973,0.3192871255535238,0.0,0.019707540822320197,0.32348883782778853,0.0,0.0,0.0,0.0,0.0,0.0,0.001671569619472212,0.5459949131840846,0.029417653354077342
26.7082,0.37500000000000006,1.0,0.3617021276595745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29100000000000004,0.0,0.0,0.0,0.0,0.39899999999999997,0.31,0.0,0.8646341463414633,0.06467962325659554,0.013444492959283925,0.0013292150248806636
12.1875,1.0,1.0,0.2553191489361702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2366,0.0,0.0,0.22949999999999998,0.0,0.2824,0.2515,0.0,0.6510975609756097,0.15246546207024028,0.015274604300840518,0.11663652980893226
7.20133,0.42708333333333337,0.775,0.0,0.0,0.0,0.0,0.1848011352606363,0.15544024351418298,0.0,0.0,0.19412801577872513,0.2134719019109962,0.0,0.0,0.0,0.0,0.25215870353545944,0.0,0.30751061406763347,0.3566628995500482,0.013417680936163435,0.1290738036560711
15.341,0.16666666666666669,0.5,0.20212765957446807,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.6097560975609756,0.12242690304150564,0.015300367499909037,0.09889321242450237
12.455,0.30729166666666674,0.25,0.14893617021276595,0.0,0.2652577815611236,0.0,0.0,0.0,0.0,0.0,0.16001752520498586,0.10241141619060859,0.1792202284078371,0.0,0.0,0.14379270643381084,0.14930034220163388,0.0,0.35743054711639605,0.9838105152103952,0.13760845008644126,0.9564415837546977
23.8028,0.0,0.75,0.14893617021276595,0.0,0.0,0.0,0.0,0.1353864613538646,0.0,0.0,0.0,0.10878912108789121,0.1166883311668833,0.0,0.0,0.32546745325467447,0.3136686331366863,0.0,0.7794342516967816,0.7280744813075846,0.049832910032970724,0.17613175066977452
24.8398,0.0,0.75,0.14893617021276595,0.0,0.0,0.0,0.0,0.2007799220077992,0.0,0.0,0.0,0.1688831116888311,0.19048095190480951,0.0,0.0,0.22007799220077992,0.21977802219778023,0.0,0.5364097736567806,0.7877815041185549,0.06460991300441864,0.18340001974270084
25.5874,0.37500000000000006,1.0,0.3617021276595745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37799999999999995,0.0,0.0,0.0,0.0,0.32,0.302,0.0,0.7585365853658537,0.06737765720047051,0.009405814503511266,2.5027702541745344e-08
5.12716,0.09895833333333334,0.5,0.20212765957446807,0.19742233591040043,0.05914503803447384,0.19742233591040043,0.0,0.0,0.18523689070508526,0.1886281331546135,0.0,0.0,0.17214526628502666,0.0,0.0,0.0,0.0,0.0,0.0,0.014771456717416705,0.4973779980225239,0.11718844257133879
11.212,1.0,1.0,0.2553191489361702,0.0,0.0,0.0,0.0,0.2735,0.0,0.0,0.1745,0.0,0.0,0.17079999999999998,0.0,0.2053,0.1759,0.0,0.46487804878048783,0.38841243333137293,0.012507511916457447,0.23152682099999436
9.01309,0.16666666666666669,1.0,0.09574468085106383,0.0,0.12241224122412242,0.0,0.2149214921492149,0.21822182218221822,0.0,0.0,0.19781978197819783,0.24662466246624665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3039988229513706,0.13432427979569128,0.5147509376183871
8.61296,0.16666666666666669,1.0,0.14893617021276595,0.0,0.0,0.1999,0.0,0.0,0.1942,0.18760000000000002,0.0,0.035699999999999996,0.1686,0.0,0.214,0.0,0.0,0.0,0.0,0.07513863212989418,0.40439086708146854,0.017443318573245763
5.47775,0.16666666666666669,1.0,0.2553191489361702,0.0,0.098,0.174,0.0,0.0,0.187,0.36,0.0,0.0,0.18100000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.011669193575659558,0.37901448167958374,0.16672979278939376
9.3,0.37500000000000006,1.0,0.2553191489361702,0.0,0.15488940412566204,0.0,0.23604822535934755,0.0,0.0,0.0,0.0,0.2101587479947067,0.2253432951721467,0.0,0.0,0.0,0.17356032734813695,0.0,0.2116589357904109,0.5396121136305302,0.20327147412465668,0.5138317284382576
9.0,0.21875,0.5,0.2553191489361702,0.0,0.0,0.20161300000000001,0.0,0.0,0.249707,0.316422,0.0,0.0,0.232258,0.0,0.0,0.0,0.0,0.0,0.0,0.0007651366176996141,0.3827409196184914,0.015427385070825271
4.43737,0.30729166666666674,1.0,0.2553191489361702,0.0,0.098,0.174,0.0,0.0,0.187,0.36,0.0,0.0,0.18100000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.011669193575659558,0.37901448167958374,0.16672979278939376
12.6,0.30729166666666674,0.5,0.2553191489361702,0.0,0.0,0.0,0.0,0.18357329842931933,0.0,0.0,0.2026614310645724,0.0,0.0,0.2025523560209424,0.0,0.2138961605584642,0.19731675392670156,0.0,0.5014791640062998,0.3274888629319482,0.014030336866102378,0.20642696107225442
8.0,0.30729166666666674,0.75,0.3617021276595745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25800000000000006,0.07500000000000001,0.0,0.0,0.0,0.37900000000000006,0.28800000000000003,0.0,0.8134146341463414,0.22750194872710464,0.0356009169304661,0.03911313710363158
20.1167,0.37500000000000006,1.0,0.3617021276595745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.29,0.31,0.0,0.7317073170731706,0.20641649302638213,0.008732671105774477,0.1463106976534652
22.0462,0.37500000000000006,1.0,0.3617021276595745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24743611659234474,0.0,0.0,0.0,0.0,0.23800169756303857,0.24798352632655463,0.26657865951806203,0.9177608334239696,0.17455816369960744,0.06146776449560122,0.0687494158895023
8.08781,0.026041666666666668,0.9,0.46808510638297873,0.0,0.013522691053399432,0.0,0.0,0.0,0.32246709279283214,0.31692404779012306,0.0,0.022491209935983126,0.3245949584276622,0.0,0.0,0.0,0.0,0.0,0.0,0.002972970778419753,0.5557175050480997,0.04288674498719969
12.1972,0.30729166666666674,0.75,0.14893617021276595,0.0,0.2906730753635278,0.0,0.0,0.0,0.0,0.0,0.17446371650086592,0.09117995885901754,0.1659716057938582,0.0,0.0,0.10324792698186461,0.17446371650086592,0.0,0.33867273595454944,0.9606693480371159,0.14200143985302224,0.9976287295608508
7.10484,0.42708333333333337,0.875,0.0,0.0,0.0,0.0,0.1848011352606363,0.15544024351418298,0.0,0.0,0.19412801577872513,0.2134719019109962,0.0,0.0,0.0,0.0,0.25215870353545944,0.0,0.30751061406763347,0.3566628995500482,0.013417680936163435,0.1290738036560711
14.6741,0.21875,0.55,0.5,0.0,0.404,0.0,0.14970000000000003,0.0,0.0,0.0,0.1448,0.0,0.14300000000000002,0.15850000000000003,0.0,0.0,0.0,0.0,0.0,0.5271690374371953,0.17830730997343813,0.9646647352162921
10.1125,0.21875,0.55,0.5,0.0,0.0,0.0,0.2632,0.0,0.0,0.0,0.2432,0.0,0.2346,0.259,0.0,0.0,0.0,0.0,0.0,0.300974071732482,0.09784518429574646,0.12026242947662691
8.9187,0.16666666666666669,1.0,0.14893617021276595,0.0,0.0,0.18710000000000002,0.0,0.0,0.172,0.1752,0.0,0.1013,0.1648,0.0,0.1996,0.0,0.0,0.0,0.0,0.07935677709103514,0.5488403740494123,0.01848824392499448
8.72,0.19270833333333334,0.65,0.2553191489361702,0.0,0.0,0.0,0.0,0.0,0.29592959295929594,0.3398339833983398,0.0,0.0,0.36423642364236425,0.0,0.0,0.0,0.0,0.0,0.0,3.539460671488888e-07,0.5249136916654142,0.01936272138325991
9.3,0.05729166666666667,0.25,0.0851063829787234,0.0,0.0,0.2390789148248612,0.0,0.0,0.2656994400587107,0.22969249857075089,0.0,0.0,0.26552914654567716,0.0,0.0,0.0,0.0,0.0,0.0,0.0013475879555810899,0.3716915685927067,0.015970249948949758
